State,Q1.Malaysian_Citizen,Q2.Gender,Q3.Living_Area,Q4.Grow_Up_Area,Exact_Age,Q6.Ethnic_Group,Q7.No_of_Meals_Per_Day,Q8.No_of_Meals_Between_Intakes,Q9.Norms_for_Breakfast,Q9.Norms_for_Lunch,Q9.Norms_for_Dinner,Q9.Norms_for_Supper,Q9.Norms_for_Snack,Q9.Norms_for_TeaTime,Q10.Beverage_for_Breakfast,Q10.Beverage_for_Lunch,Q10.Beverage_for_Dinner,Q10.Beverage_for_Supper,Q10.Beverage_for_Snack,Q10.Beverage_for_TeaTime,Q11.NO._of_Times_Eat_at_Home_Last_Week,Q11.Recode_NO._of_Times_Eat_at_Home_Last_Week,Q11.Eat_Out_Ratio,Q13.Who_Cooks,Q14.Food_Must_Be,Q15a.Halal,Q15b.Halal,Q15c.Halal,Q15d.Halal,Q15e.Halal,Q15f.Halal,Q16.a,Q16.b,Q16.c,Q16.d,Q16.e,Q16.f,Q16.g,Q16.h,Q17.1,Q17.1rec1,Q17.1rec2,Q17.2,Q17.2rec1,Q19.a,Q19.b,Q22.a,Q22.b,Q22.c,Q29a.Religion,Q30.Religion
9,1,2,3,3,46,4,2,2,101,111,111,181,188,115,13,3,1,14,1,1,15,6,0.2857142857142857,1,2,2,1,3,3,3,1,2,1,2,2,2,4,2,2,168,104,2,111,Nasi lemak,1,6,1,2,3,3,1
9,1,2,3,3,35,4,3,2,105,111,111,181,181,115,1,2,1,14,14,6,15,6,0.2857142857142857,1,2,2,3,2,3,3,3,2,1,1,2,2,4,2,2,168,104,2,188,Rendang daging,1,2,1,6,4,3,3
9,1,1,1,1,29,4,3,2,105,111,111,151,181,181,2,1,1,2,14,14,14,7,0.3333333333333333,2,1,2,2,2,2,2,1,4,3,2,2,3,4,2,3,101,206,21,140,Nasi himpit,5,6,8,1,6,3,2
9,1,2,1,1,29,4,3,1,105,111,111,181,181,181,3,3,3,14,14,14,15,6,0.2857142857142857,1,1,2,2,1,1,1,2,3,2,2,3,3,4,3,3,168,121,2,105,Ketupat,1,4,1,7,4,3,2
9,1,1,1,1,45,4,3,1,105,111,111,181,181,181,3,9,9,14,14,14,10,11,0.5238095238095238,2,1,2,2,2,2,2,2,4,3,3,4,2,4,2,2,105,184,4,105,Curry Mee,3,1,5,1,2,3,2
9,1,1,1,1,30,2,3,1,101,111,111,181,181,181,3,3,3,14,14,14,15,6,0.2857142857142857,2,3,1,1,1,1,1,1,3,2,3,3,3,4,2,2,105,107,5,105,Satay,1,3,3,5,4,1,2
9,1,1,1,1,55,2,3,2,105,101,111,181,181,181,3,1,1,14,14,14,16,5,0.23809523809523808,2,4,1,1,1,1,1,1,3,1,2,3,2,3,3,3,140,116,17,105,Roti canai,1,5,1,4,6,1,1
9,1,2,1,1,38,2,3,1,105,111,101,181,181,181,4,1,1,14,14,14,16,5,0.23809523809523808,1,1,1,1,1,1,1,1,2,1,3,3,4,4,3,2,131,23,13,140,Bihun sup,1,3,1,6,4,1,2
9,1,2,1,1,15,4,3,2,131,111,111,181,181,181,1,1,1,14,14,14,3,18,0.8571428571428571,6,3,1,3,1,3,2,2,2,4,2,3,3,4,2,2,101,206,21,188,Kuih Muih,1,4,4,5,8,3,2
9,1,1,1,1,29,2,2,1,101,111,111,181,181,181,3,9,9,14,14,14,2,20,0.9090909090909091,6,1,1,1,1,1,1,1,4,4,3,4,4,3,2,2,131,185,13,140,Nasi lemak,2,1,5,3,1,1,2
9,1,1,3,3,47,2,3,2,121,111,111,181,188,181,2,1,1,1,3,14,14,3,0.17647058823529413,2,3,1,2,1,3,2,1,2,1,2,2,2,4,2,2,101,206,21,160,Nasi lemak,2,4,4,7,3,1,2
9,1,1,1,2,47,4,2,2,105,111,111,181,181,181,3,9,9,14,14,14,10,4,0.2857142857142857,2,1,1,1,1,3,1,1,4,4,3,3,2,4,3,3,121,206,21,111,Onion,4,1,4,1,3,3,2
9,1,1,1,2,31,3,3,1,101,111,111,181,181,181,3,3,3,14,14,14,15,6,0.2857142857142857,2,1,1,1,1,1,2,2,3,4,3,4,3,4,3,3,111,184,4,111,Roti canai,3,2,1,5,3,2,2
9,1,2,1,2,41,2,3,1,105,111,101,181,181,181,4,1,1,14,14,14,16,5,0.23809523809523808,1,1,1,1,1,1,1,1,2,1,3,3,4,4,2,2,111,23,13,105,Nasi,1,3,1,6,4,1,2
10,1,1,3,3,30,3,3,2,105,111,111,181,181,135,4,9,1,14,14,3,11,11,0.5,6,1,1,1,1,1,1,1,3,3,2,3,3,4,2,2,105,201,19,111,Nasi,1,2,8,2,3,2,2
10,1,2,3,3,38,2,3,2,121,111,111,181,181,135,5,3,1,14,14,3,7,14,0.6666666666666666,1,1,1,1,1,3,2,1,2,4,2,3,2,4,1,2,121,82,14,105,Fried chicken,1,5,1,4,3,1,3
10,1,2,3,3,32,2,3,2,101,111,111,181,181,135,5,11,1,14,14,14,7,14,0.6666666666666666,1,1,1,1,1,3,2,1,2,4,2,2,2,4,1,2,105,184,4,105,roti telur,1,5,1,4,3,1,2
10,1,1,3,3,28,2,3,2,105,111,111,181,181,135,3,1,1,14,14,4,7,14,0.6666666666666666,1,1,1,1,1,3,2,1,3,4,2,3,2,4,1,2,105,200,18,121,Roti canai,1,5,5,4,1,1,5
10,1,1,1,2,24,2,3,2,101,111,111,181,181,151,4,11,3,14,14,2,7,14,0.6666666666666666,6,1,1,1,1,3,3,3,3,4,2,4,4,3,2,2,111,114,8,105,nasi kandar,1,2,8,7,2,1,2
10,1,1,1,1,24,4,3,2,105,111,111,151,181,151,3,11,1,6,14,14,7,14,0.6666666666666666,6,1,1,1,1,3,2,1,2,2,3,2,3,3,2,2,121,82,14,101,Nasi lemak,1,2,4,3,5,3,2
10,1,2,1,1,46,3,3,1,105,111,111,181,181,181,2,1,1,14,14,14,18,3,0.14285714285714285,1,1,1,1,1,1,2,1,2,3,2,2,3,4,2,2,101,206,21,111,Teh tarik,1,2,3,4,5,2,1
10,1,2,1,2,57,3,3,2,105,111,111,181,181,188,2,3,3,14,14,1,20,1,0.04761904761904762,1,1,1,1,1,1,2,1,3,1,1,2,4,4,2,2,111,114,8,101,Laksa,1,2,4,3,5,2,1
10,1,1,3,3,20,2,3,2,105,111,111,181,181,135,5,1,1,14,14,3,7,14,0.6666666666666666,6,1,1,1,1,1,1,1,2,4,2,3,3,4,2,2,105,20,12,111,satay,1,2,2,8,6,1,2
10,1,1,1,1,18,2,4,2,101,111,111,188,181,135,3,1,11,3,14,3,14,14,0.5,6,1,1,1,1,3,2,1,2,1,2,3,4,4,2,2,105,184,4,105,Satay,1,2,3,4,5,1,1
10,1,1,1,1,23,2,3,2,105,111,111,181,181,135,3,3,1,14,14,3,21,0,0.0,6,1,1,1,1,3,2,1,2,2,2,4,4,3,2,2,105,203,20,101,Teh tarik,1,2,3,4,5,1,1
10,1,1,1,1,34,2,3,2,105,111,111,181,181,135,2,11,1,14,14,3,7,14,0.6666666666666666,2,1,1,1,1,2,2,1,3,4,2,3,3,4,4,3,105,200,18,121,Roti canai,2,1,6,3,7,1,2
10,1,1,1,3,58,2,3,2,105,111,111,181,181,135,4,11,2,14,14,3,14,7,0.3333333333333333,2,1,1,1,1,3,2,1,4,1,1,2,4,4,3,3,111,114,8,101,Chicken Rice,1,6,8,3,5,1,1
10,1,1,3,3,55,2,3,2,105,111,111,181,181,135,4,11,2,14,14,4,14,7,0.3333333333333333,2,1,1,1,1,3,3,1,3,1,1,4,4,4,3,3,101,206,21,121,Ikan tempoyak,1,2,2,5,8,1,1
11,1,1,1,1,45,2,3,1,105,111,111,181,181,181,4,1,3,14,14,14,14,7,0.3333333333333333,2,1,1,1,1,1,2,1,4,4,1,2,2,4,4,4,140,116,17,101,Mee Rebus,1,4,5,1,4,1,1
11,1,2,1,1,15,2,3,2,105,111,111,181,181,135,4,1,3,14,14,1,14,7,0.3333333333333333,1,1,1,1,1,1,2,1,4,1,1,2,2,4,4,4,101,206,21,140,Roti canai,1,4,5,1,4,1,1
11,1,2,1,1,30,2,3,1,131,111,111,181,181,181,4,1,3,14,14,14,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,4,4,1,2,2,4,4,4,140,116,17,101,Roti canai,1,4,5,1,4,1,1
11,1,2,3,3,21,2,3,2,105,111,111,181,181,151,4,9,3,14,14,2,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,4,2,1,2,2,4,4,4,101,206,21,140,Satay,1,4,5,1,4,1,1
11,1,1,1,1,24,2,2,2,101,111,111,181,181,151,4,1,1,14,14,4,14,7,0.3333333333333333,2,1,1,1,1,1,2,1,2,2,1,2,2,4,4,4,101,206,21,111,Chicken,1,4,5,1,4,1,1
11,1,1,1,1,60,2,3,2,101,111,111,181,181,115,4,1,1,14,14,2,14,7,0.3333333333333333,2,1,1,1,1,1,2,1,2,1,1,2,2,4,4,4,101,206,21,111,Curry Mee,1,4,5,1,4,1,1
12,1,1,1,1,39,2,3,2,105,111,111,181,181,135,2,11,3,14,14,3,7,14,0.6666666666666666,2,1,1,1,1,3,2,3,2,1,1,2,1,4,3,3,101,206,21,105,Curry fish,1,4,1,4,8,1,3
12,1,1,3,3,27,2,3,2,105,111,111,181,181,135,3,3,6,14,14,3,15,6,0.2857142857142857,2,1,1,1,1,1,2,1,3,4,2,2,2,4,2,2,140,116,17,121,Nasi briyani,1,6,5,4,1,1,2
12,1,2,1,1,34,2,3,2,105,111,111,181,181,135,2,3,3,14,14,2,14,7,0.3333333333333333,6,4,1,1,1,1,2,1,3,1,1,2,2,3,2,3,101,206,21,105,Ikan Asam Pedas,1,5,1,6,4,1,1
12,1,1,1,1,37,4,3,2,105,111,111,181,181,131,3,9,1,14,14,2,14,7,0.3333333333333333,2,4,3,3,3,3,2,3,2,1,1,2,2,4,3,2,121,25,13,105,Satay,1,2,1,6,4,3,5
12,1,1,3,3,33,2,3,2,105,111,111,181,181,135,4,11,3,14,14,2,14,7,0.3333333333333333,2,1,1,1,1,1,2,1,4,2,1,2,3,4,3,2,105,20,12,101,Satay,1,5,1,3,5,1,1
12,1,1,3,3,47,2,3,2,121,111,111,181,181,151,3,3,11,14,14,4,14,7,0.3333333333333333,2,1,1,1,1,1,2,1,4,2,1,2,3,4,2,2,105,206,21,105,Bah Kut Teh,1,4,1,5,3,1,1
13,1,1,1,1,34,1,3,2,131,101,111,115,115,115,2,4,1,3,2,2,9,12,0.5714285714285714,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,105,184,4,121,Fried Mee,4,1,1,4,5,4,2
13,1,2,2,1,18,1,3,2,105,111,111,188,115,115,2,1,1,1,1,2,16,10,0.38461538461538464,1,1,2,2,2,2,1,2,2,1,1,2,4,4,2,2,105,3,1,140,Nasi minyak,2,3,7,8,6,4,1
13,1,2,2,1,39,2,2,2,131,111,111,115,115,135,3,1,1,1,1,1,12,4,0.25,6,1,1,1,1,1,2,1,3,1,2,3,2,4,2,4,101,206,21,188,Fish,1,4,3,6,1,1,2
13,1,1,1,1,25,1,2,2,131,111,111,121,121,151,2,2,2,2,2,2,14,7,0.3333333333333333,4,1,1,1,1,2,3,1,2,3,2,4,3,4,3,3,140,183,11,121,Roti canai,1,7,1,6,3,4,2
13,1,1,2,3,48,2,2,2,101,111,111,188,115,115,2,1,1,1,2,2,24,0,0.0,2,1,1,1,1,2,1,1,2,3,1,2,2,4,2,2,160,31,9,160,Asam spicy,1,4,1,4,9,1,2
13,1,1,1,3,34,1,3,2,121,188,101,141,121,115,2,9,1,13,2,2,2,28,0.9333333333333333,8,1,1,2,3,3,2,1,4,4,3,3,2,2,1,2,105,20,12,105,Dagang rice,1,6,2,1,4,2,2
13,1,1,1,3,20,4,4,2,101,111,101,121,188,115,2,3,1,1,2,2,3,27,0.9,6,1,1,2,1,3,2,1,2,4,2,2,4,2,2,2,105,20,12,140,Satay,1,4,5,1,2,4,3
13,1,1,1,2,41,4,3,2,101,101,111,188,115,135,4,3,1,4,3,4,5,24,0.8275862068965517,2,1,2,3,3,3,2,2,2,3,4,2,3,2,2,2,111,114,8,121,Kerabu rice,1,4,5,1,4,4,3
13,1,1,3,3,23,1,3,2,101,111,111,188,121,115,2,1,1,3,2,2,16,7,0.30434782608695654,6,1,2,3,3,3,2,1,4,3,3,2,3,4,2,2,101,206,21,111,Satay,1,6,2,1,8,4,2
13,1,2,3,2,47,1,3,2,101,111,111,115,115,115,3,1,1,9,3,3,20,8,0.2857142857142857,1,1,2,3,1,3,2,3,3,4,4,4,1,4,3,2,140,116,17,101,Satay,1,3,6,2,8,4,2
13,1,2,2,2,31,4,3,2,105,111,111,188,115,151,5,3,1,13,6,9,19,2,0.09523809523809523,1,1,3,3,1,3,2,1,2,1,2,3,2,4,3,3,168,113,2,140,Pulut penggang,1,4,1,6,8,3,3
13,1,1,1,1,27,2,2,2,101,111,111,115,115,115,3,1,1,2,2,2,9,12,0.5714285714285714,6,4,1,1,1,1,2,1,2,3,2,3,2,4,2,2,121,82,14,105,Fried rice,4,1,2,6,5,1,2
13,1,1,1,1,27,1,2,3,101,101,111,115,115,121,2,2,1,6,2,2,12,7,0.3684210526315789,2,2,2,2,1,1,1,1,4,3,2,4,3,4,2,3,101,206,21,105,Roti canai,1,6,1,7,2,4,2
13,1,1,2,2,17,1,3,2,101,111,101,115,115,151,2,11,1,1,13,6,20,1,0.04761904761904762,9,1,2,2,2,3,2,1,2,1,2,2,3,4,2,2,140,112,16,160,Vegetable,4,1,3,4,9,4,2
13,1,1,2,2,53,1,3,1,101,188,111,181,181,181,5,1,1,1,6,6,15,6,0.2857142857142857,2,1,2,2,3,3,3,3,2,3,2,2,2,4,2,3,101,206,21,121,Laksa,1,5,4,1,5,4,1
13,1,1,2,2,38,2,3,1,101,188,111,181,181,181,2,1,1,2,2,2,15,6,0.2857142857142857,2,1,1,1,1,3,2,3,2,3,2,3,2,4,3,3,105,201,19,188,Roti canai,1,5,1,3,4,1,1
13,1,2,2,2,36,1,3,2,101,188,111,181,121,181,5,1,1,1,13,6,12,9,0.42857142857142855,1,1,3,3,3,3,3,3,2,2,3,3,2,4,3,3,105,30,9,188,Lontong,1,4,5,6,1,4,2
13,1,1,2,2,17,2,3,1,101,188,111,181,181,181,4,1,1,1,4,4,18,3,0.14285714285714285,6,1,1,1,1,2,1,1,2,2,2,2,2,4,2,2,140,112,16,188,chicken rendang,1,5,1,5,6,1,2
13,1,2,2,2,18,1,4,2,101,188,111,181,121,181,5,3,1,1,6,13,20,8,0.2857142857142857,6,1,2,3,3,3,3,3,2,3,2,2,2,4,3,3,140,112,16,188,Satay,1,6,3,3,5,4,2
13,1,2,2,2,29,1,3,2,101,188,111,181,121,181,5,1,1,1,9,6,18,3,0.14285714285714285,6,1,3,3,3,3,3,3,1,2,2,3,1,4,3,2,121,106,15,101,Fried mee,1,5,3,1,5,4,2
13,1,2,1,3,35,1,3,2,101,188,111,181,181,181,5,1,1,9,13,2,15,6,0.2857142857142857,6,1,2,2,3,3,3,3,2,1,3,2,2,4,2,3,101,206,21,140,Chicken porridge,5,1,1,4,5,4,2
13,1,2,1,2,37,1,2,2,131,111,111,115,115,135,3,1,1,1,1,1,12,4,0.25,6,1,1,1,1,1,2,1,3,1,2,2,2,3,2,4,121,206,21,105,Mee Kolo,1,4,1,6,3,1,2
13,1,2,1,2,52,2,3,2,105,111,111,115,115,135,2,1,1,2,3,3,21,0,0.0,1,2,1,1,2,3,1,1,2,1,2,2,3,4,2,2,160,206,21,101,Nasi Lemak,4,3,1,5,2,1,2
13,1,1,1,2,49,1,2,3,131,111,111,188,115,115,2,1,1,2,2,2,14,3,0.17647058823529413,9,1,1,1,1,1,2,1,3,4,2,2,3,3,3,2,170,23,13,101,Chicken Rice,1,6,1,6,3,1,1
13,1,1,2,3,50,2,2,2,101,111,111,188,115,115,2,1,1,1,2,2,24,0,0.0,2,1,1,1,1,3,2,2,3,3,1,2,2,4,2,2,188,31,9,101,Satay,1,4,1,9,4,1,2
13,1,1,2,3,37,1,2,2,121,188,101,141,121,115,2,9,1,13,2,2,2,28,0.9333333333333333,8,1,1,1,3,1,1,1,4,3,3,3,2,2,1,2,160,20,12,160,Kam pua,1,6,4,2,1,2,2
14,1,1,3,2,31,1,3,2,105,101,111,181,181,181,2,2,2,14,14,14,20,1,0.04761904761904762,2,2,2,3,2,2,3,2,2,2,2,2,2,4,3,2,160,18,9,168,Mee Goreng,2,4,6,3,7,4,2
14,1,1,1,1,41,2,3,1,105,111,111,181,181,181,2,3,3,14,14,14,15,6,0.2857142857142857,2,1,1,1,1,2,1,1,1,2,2,2,2,4,2,2,105,3,1,168,Ikan patin,4,1,3,2,5,1,2
14,1,1,1,2,18,1,3,1,105,101,111,181,181,181,2,1,1,14,14,14,21,0,0.0,6,1,2,3,2,2,1,2,2,1,2,2,2,4,2,2,168,121,2,160,Roti canai,1,3,3,8,7,4,3
14,1,2,2,2,42,2,3,1,105,111,181,181,181,181,2,2,1,14,14,14,5,14,0.7368421052631579,8,2,1,1,1,2,1,2,1,3,3,3,3,2,2,2,111,114,8,121,Nasi lemak,3,1,5,3,6,1,2
14,1,2,1,1,48,4,2,2,101,111,111,181,181,181,2,1,1,14,14,14,1,20,0.9523809523809523,9,1,2,2,2,1,1,3,4,4,3,3,2,4,3,3,121,8,6,121,Fish,1,4,3,1,5,3,2
14,1,2,1,1,53,4,3,1,101,188,111,181,181,181,2,1,1,14,14,14,20,1,0.04761904761904762,1,1,2,3,3,3,1,1,4,1,2,2,2,4,2,2,121,106,15,121,Fried Noodles,6,1,1,3,5,4,2
14,1,1,1,1,19,4,3,1,101,111,111,181,181,181,1,1,1,14,14,14,14,7,0.3333333333333333,6,1,1,2,3,3,2,1,4,2,3,2,2,4,2,2,121,8,6,121,Chicken Rice,1,4,3,1,6,4,3
14,1,1,1,1,59,4,3,1,101,111,111,181,181,181,2,1,1,14,14,14,20,1,0.04761904761904762,2,1,1,1,1,1,1,1,2,1,3,3,2,3,3,3,121,8,6,170,Noodles,1,4,1,5,4,3,2
1,1,1,2,2,39,2,2,2,105,111,111,181,181,181,4,9,13,13,13,14,3,18,0.8571428571428571,6,1,1,1,1,1,1,1,4,2,3,4,3,2,3,2,168,116,17,188,Fried prawn,1,2,2,3,4,1,1
1,1,1,2,2,29,2,2,2,105,111,111,188,151,151,3,4,13,14,14,14,10,4,0.2857142857142857,6,1,1,1,1,1,2,1,3,3,3,3,4,4,2,2,121,82,14,188,Ambuyat,1,2,4,5,2,1,2
1,1,1,1,2,51,2,3,1,141,111,111,141,151,151,3,3,2,14,14,14,14,7,0.3333333333333333,2,4,1,1,1,2,2,1,3,3,3,2,2,3,3,2,140,23,13,131,Asam laksa,1,2,2,3,1,1,1
1,1,1,1,1,20,2,3,1,105,111,111,141,151,151,2,1,1,1,3,1,15,7,0.3181818181818182,6,1,1,1,1,1,2,1,3,1,3,4,3,4,2,3,131,121,2,140,Fried Mee,1,2,3,5,1,1,1
1,1,1,2,2,34,2,2,1,105,111,111,141,151,151,3,3,4,1,1,1,12,4,0.25,8,1,1,1,1,2,2,1,3,2,3,3,3,3,2,2,105,100,7,101,Kampung Fried Rice,1,2,1,4,3,1,1
1,1,1,2,2,25,2,3,1,105,111,111,141,151,151,4,3,2,2,2,3,7,12,0.631578947368421,6,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,111,23,13,140,Nasi lemak,1,2,1,2,3,1,1
1,1,2,2,2,27,2,2,1,141,111,111,141,141,188,3,3,4,3,14,14,2,12,0.8571428571428571,6,1,1,1,1,2,2,1,3,3,3,2,2,2,2,2,140,206,21,160,Fish,1,2,2,5,4,1,2
2,1,1,2,2,30,2,2,2,101,111,111,121,151,151,3,9,9,13,13,13,2,13,0.8666666666666667,6,1,1,1,1,2,2,1,3,3,3,4,3,3,3,2,101,206,21,105,Roti canai,1,2,2,4,5,1,2
2,1,1,2,2,30,2,3,2,105,111,111,151,151,151,3,3,2,3,14,14,4,18,0.8181818181818182,6,1,1,1,1,2,2,1,3,3,3,4,4,2,2,2,105,204,20,160,Lengkuas,1,2,3,4,5,1,1
2,1,1,2,2,35,2,2,1,105,111,111,181,181,181,4,9,13,13,13,14,3,18,0.8571428571428571,6,1,1,1,1,1,2,1,4,2,3,4,4,2,2,2,140,116,17,105,Curry,1,2,2,4,3,1,1
2,1,1,1,2,54,2,3,1,141,111,111,141,151,151,3,3,2,14,14,14,14,7,0.3333333333333333,2,1,1,1,1,2,1,1,3,3,3,2,3,3,3,2,131,23,13,188,Masak asam,1,2,1,2,3,1,1
2,1,1,2,2,21,2,2,1,105,111,111,141,151,151,4,3,2,2,2,3,7,12,0.631578947368421,6,1,1,1,1,2,2,1,3,3,3,2,3,3,3,3,131,23,13,140,Tomato rice,1,2,1,3,2,1,1
2,1,2,2,2,26,2,2,1,141,111,111,141,141,188,3,3,4,3,14,14,2,12,0.8571428571428571,6,1,1,1,1,2,2,1,3,3,3,2,3,2,2,3,101,206,21,105,Fruits,1,2,2,4,5,1,2
3,1,1,1,1,42,2,2,1,105,111,111,141,151,151,2,2,9,9,14,14,12,2,0.14285714285714285,2,1,1,1,1,2,2,1,3,3,4,4,3,4,3,3,168,119,5,188,Laksa,1,2,4,5,2,1,1
2,1,1,2,2,23,2,2,1,141,111,111,141,141,188,3,3,3,2,14,14,2,10,0.8333333333333334,8,1,1,1,1,2,2,1,3,3,3,2,2,3,2,3,188,102,9,140,Nasi Kandar,1,2,2,3,4,1,1
2,1,1,2,2,27,2,3,1,105,111,111,121,141,188,3,3,2,13,13,13,3,18,0.8571428571428571,8,1,1,1,1,2,2,1,3,3,3,2,3,3,2,3,101,206,21,105,Roti canai,1,2,3,4,2,1,2
2,1,2,3,2,18,2,2,1,101,111,101,188,151,121,3,11,13,13,13,13,10,13,0.5652173913043478,6,1,1,1,1,1,2,1,3,3,3,3,4,3,2,3,105,205,20,188,Curry,2,4,5,3,7,1,1
2,1,1,2,2,28,2,2,2,121,111,111,188,115,151,3,3,4,14,14,14,2,12,0.8571428571428571,2,1,1,1,1,1,2,1,3,3,4,4,4,3,3,2,170,119,5,188,Satay,1,2,3,4,5,1,2
2,1,1,1,1,22,4,3,1,121,111,111,151,151,151,1,2,9,13,6,13,13,8,0.38095238095238093,6,1,3,3,1,1,1,1,3,1,2,4,2,4,1,1,131,23,13,160,Roti canai,2,4,1,5,4,5,2
2,1,2,1,1,28,4,3,1,131,101,101,151,121,121,1,2,1,1,2,2,14,6,0.3,6,3,2,2,3,3,2,3,2,1,2,3,2,3,1,1,121,106,15,121,Asam spicy,6,5,4,3,6,3,5
2,1,2,1,1,37,4,3,1,131,111,111,151,151,151,2,1,1,6,13,2,10,11,0.5238095238095238,6,2,2,3,1,3,1,1,2,1,2,4,2,3,2,2,160,31,9,170,Fish,4,5,4,1,6,5,2
2,1,1,1,1,42,4,3,1,141,111,111,151,151,151,6,2,13,1,1,1,10,9,0.47368421052631576,2,1,3,3,3,3,3,3,2,3,4,4,3,4,2,2,121,106,15,188,Sambal,1,4,5,8,1,3,2
2,1,1,1,1,22,4,2,1,101,111,111,151,151,151,2,1,9,14,1,3,8,5,0.38461538461538464,2,2,3,1,1,3,2,2,2,3,4,3,3,4,2,2,121,106,15,168,Chicken rice,2,4,1,5,3,3,1
2,1,1,1,1,33,4,3,1,101,101,101,151,121,121,1,1,1,1,2,2,13,8,0.38095238095238093,2,2,2,3,2,2,3,3,2,3,2,2,3,2,1,1,111,114,8,121,Sambal,1,4,3,6,5,3,5
2,1,1,2,2,40,2,2,2,131,101,188,121,188,151,3,3,2,13,13,13,11,3,0.21428571428571427,6,1,1,1,1,3,2,1,3,2,3,4,4,2,3,3,188,105,10,168,Mee,4,1,3,7,6,1,1
2,1,2,2,2,19,2,2,1,121,101,111,188,188,151,3,9,9,13,14,14,2,12,0.8571428571428571,6,1,1,1,1,1,2,1,3,3,3,3,4,3,2,2,170,119,5,105,Nasi kandar,4,3,5,7,8,1,1
2,1,1,2,2,40,2,2,2,101,111,188,121,121,151,3,3,11,9,13,13,21,10,0.3225806451612903,1,1,1,1,1,1,2,1,3,3,3,4,3,3,2,2,170,31,9,188,Sambal,1,2,3,4,5,1,1
2,1,2,2,2,19,2,2,1,131,111,188,188,121,131,3,3,13,13,13,13,4,12,0.75,8,1,1,1,1,1,1,1,3,2,3,2,2,4,3,2,188,105,10,111,Sambal,4,5,2,5,6,1,1
2,1,2,1,1,20,2,3,2,101,101,111,181,181,115,5,1,1,14,14,6,10,14,0.5833333333333334,6,4,1,1,1,1,2,1,4,4,2,2,2,4,2,2,101,206,21,121,Satay,1,2,5,8,3,1,2
2,1,2,1,1,59,2,3,2,131,111,101,188,141,188,1,2,1,6,6,1,25,3,0.10714285714285714,1,1,1,1,1,1,2,1,4,1,2,2,2,4,2,2,105,3,1,121,Fried Koay Teow,1,6,7,1,5,1,1
2,1,2,1,3,18,2,3,2,131,111,111,181,188,181,1,1,1,14,2,14,2,12,0.8571428571428571,6,4,1,1,1,1,2,1,2,4,2,2,1,4,3,3,101,206,21,111,Roti canai,1,2,8,3,7,1,2
2,1,2,1,1,16,2,3,2,131,111,111,121,115,115,3,11,4,3,1,1,5,14,0.7368421052631579,6,1,1,1,1,1,2,1,2,4,3,2,2,2,1,2,101,206,21,140,Nasi kandar,1,6,7,9,6,1,3
2,1,2,1,2,26,2,3,2,101,111,111,151,115,188,2,1,3,1,3,3,20,1,0.04761904761904762,1,1,1,1,1,1,2,1,4,2,2,2,1,4,2,2,101,206,21,188,Roti canai,1,4,6,7,5,1,2
2,1,1,3,3,20,2,3,1,101,188,188,121,115,151,3,3,4,3,3,4,15,18,0.5454545454545454,6,1,1,1,1,2,2,1,3,3,4,4,4,4,4,4,101,206,21,105,Ice kacang,1,5,4,6,3,1,3
2,1,1,3,3,40,2,2,2,101,188,101,115,115,151,3,4,4,4,3,4,10,19,0.6551724137931034,2,1,1,1,1,2,2,1,3,3,3,3,4,4,4,4,188,101,7,105,Ayam Masak Merah,1,4,1,4,6,1,2
2,1,2,3,2,22,2,3,1,131,101,101,121,115,151,3,9,9,13,13,13,15,14,0.4827586206896552,7,1,1,1,1,2,2,1,3,3,3,3,4,4,2,2,121,17,11,101,Curry Mee,1,5,4,5,3,1,2
2,1,1,3,3,35,2,2,1,131,188,101,188,115,151,3,4,4,4,4,4,12,18,0.6,2,1,1,1,1,3,3,1,3,3,4,4,4,4,2,2,111,114,8,101,Fried chicken,1,4,7,5,3,1,2
2,1,2,3,3,25,2,3,1,101,111,188,188,115,151,4,4,3,4,4,4,25,10,0.2857142857142857,1,1,1,1,1,2,2,1,4,4,4,4,4,4,4,4,168,104,2,168,Roti canai,1,5,7,5,9,1,3
2,1,2,3,2,43,2,3,1,101,111,101,188,115,151,3,4,4,4,3,3,12,20,0.625,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,121,17,11,121,Rojak,1,4,5,6,7,1,2
2,1,1,2,3,55,2,3,1,105,111,111,141,151,151,2,2,3,3,2,2,13,2,0.13333333333333333,2,1,1,1,1,2,2,1,3,2,2,3,3,4,3,3,121,5,3,121,Tom Yam,2,4,4,3,1,1,1
3,1,1,1,1,45,2,2,1,105,111,111,141,151,151,2,2,9,9,14,14,12,2,0.14285714285714285,2,1,1,1,1,1,2,1,3,3,4,4,2,4,3,3,188,119,5,168,Laksa,1,2,2,5,4,1,1
2,1,1,2,2,20,2,2,1,141,111,111,141,141,188,3,3,3,2,14,14,2,10,0.8333333333333334,8,2,1,1,2,2,1,1,3,3,3,2,2,3,3,3,131,102,9,188,Hokkien Mee,1,2,4,3,2,1,1
