State,Q1.Malaysian_Citizen,Q2.Gender,Q3.Living_Area,Q4.Grow_Up_Area,Exact_Age,Q6.Ethnic_Group,Q7.No_of_Meals_Per_Day,Q8.No_of_Meals_Between_Intakes,Q9.Norms_for_Breakfast,Q9.Norms_for_Lunch,Q9.Norms_for_Dinner,Q9.Norms_for_Supper,Q9.Norms_for_Snack,Q9.Norms_for_TeaTime,Q10.Beverage_for_Breakfast,Q10.Beverage_for_Lunch,Q10.Beverage_for_Dinner,Q10.Beverage_for_Supper,Q10.Beverage_for_Snack,Q10.Beverage_for_TeaTime,Q11.NO._of_Times_Eat_at_Home_Last_Week,Q11.Recode_NO._of_Times_Eat_at_Home_Last_Week,Q11.Eat_Out_Ratio,Q13.Who_Cooks,Q14.Food_Must_Be,Q15a.Halal,Q15b.Halal,Q15c.Halal,Q15d.Halal,Q15e.Halal,Q15f.Halal,Q16.a,Q16.b,Q16.c,Q16.d,Q16.e,Q16.f,Q16.g,Q16.h,Q17.1,Q17.1rec1,Q17.1rec2,Q17.2,Q17.2rec1,Q19.a,Q19.b,Q22.a,Q22.b,Q22.c,Q29a.Religion,Q30.Religion
10,1,2,1,1,42,2,3,2,188,111,111,181,181,135,5,9,11,14,14,4,7,14,0.6666666666666666,1,1,1,1,1,3,2,1,3,4,2,4,3,4,4,4,105,200,18,105,Rojak,1,5,3,8,1,1,2
10,1,1,1,1,35,2,3,2,188,111,111,181,181,135,3,3,3,6,13,3,14,7,0.3333333333333333,2,1,1,1,1,2,1,1,1,2,1,2,2,4,2,2,105,184,4,121,Laksa,1,3,1,3,6,1,2
10,1,2,1,3,64,2,3,2,188,111,111,181,181,151,5,1,3,14,14,3,21,0,0.0,9,1,1,1,1,3,2,1,4,1,2,3,3,4,2,2,105,20,12,101,Nasi goreng,1,5,1,4,3,1,1
12,1,1,1,1,21,2,3,2,188,111,111,181,181,135,2,2,3,14,14,2,21,0,0.0,6,4,1,1,1,1,2,1,3,1,1,2,2,4,2,3,105,201,19,101,Ikan Asam Pedas,1,2,1,7,4,1,1
12,1,2,3,3,43,2,2,2,188,111,111,181,181,181,1,11,1,14,14,14,21,0,0.0,1,1,1,1,1,1,1,2,1,4,1,1,1,3,4,2,105,204,20,105,Mee Kolo,1,4,8,2,5,1,1
13,1,2,2,2,23,1,3,2,188,111,188,188,188,151,7,3,1,1,13,13,7,14,0.6666666666666666,1,4,2,2,3,3,2,1,3,4,2,2,3,3,2,2,121,106,15,160,Kerabu rice,1,4,1,3,6,4,2
13,1,2,1,1,45,1,2,2,188,101,111,151,141,131,3,1,1,1,3,3,12,4,0.25,9,1,2,2,1,1,1,1,2,4,2,2,2,4,2,2,105,3,1,121,Laksa,1,2,7,1,8,4,2
13,1,1,1,1,51,2,3,2,188,111,111,121,115,115,2,1,1,1,2,2,14,0,0.0,2,2,1,1,1,1,2,1,1,2,1,1,2,4,2,3,140,5,3,131,Roti canai,1,4,1,5,4,1,1
14,1,1,1,1,16,2,3,2,188,111,111,181,181,181,3,3,3,3,14,14,14,7,0.3333333333333333,6,1,1,1,1,2,2,1,2,2,2,2,2,4,3,3,105,206,21,168,Roti canai,1,3,8,5,6,1,2
14,1,1,1,1,58,4,2,2,188,111,111,181,181,181,14,1,1,14,14,14,13,1,0.07142857142857142,2,1,2,2,2,2,1,1,3,1,2,2,2,4,2,2,121,106,15,121,Chicken Rice,1,4,1,3,5,3,2
14,1,2,3,3,35,1,3,1,188,111,111,181,181,181,2,1,1,14,14,14,21,0,0.0,1,1,2,3,2,2,3,3,2,2,2,2,2,4,2,2,105,3,1,160,Nasi Lemak,2,1,5,1,6,4,2
14,1,2,3,2,28,1,3,2,188,111,181,181,181,181,2,1,1,14,14,14,14,0,0.0,1,1,2,2,2,3,2,3,2,2,2,2,2,4,2,2,168,4,2,168,Nasi lemak,2,1,1,7,8,4,2
4,1,2,3,3,20,2,1,1,188,101,111,188,115,121,4,9,13,6,2,3,7,5,0.4166666666666667,6,1,1,1,1,1,2,1,4,3,1,3,2,4,2,2,105,184,4,105,Nasi Lemak,1,5,3,2,6,1,2
4,1,2,1,1,56,2,3,1,188,111,111,181,181,181,3,1,1,14,14,14,18,3,0.14285714285714285,1,1,1,1,3,1,1,1,3,1,2,2,3,4,3,3,101,206,21,140,roti canai,1,5,4,1,7,1,1
5,1,1,1,1,34,4,3,1,188,101,111,141,181,181,4,3,1,1,1,1,5,16,0.7619047619047619,6,1,3,3,3,1,2,2,2,1,3,3,3,3,2,2,121,8,6,101,Fried chicken,3,2,1,4,3,3,2
6,1,2,1,1,38,2,3,1,188,111,101,181,181,181,3,1,1,14,14,14,16,5,0.23809523809523808,1,1,1,1,1,1,1,1,2,3,2,3,2,4,2,2,121,8,6,101,Nasi Lemak,1,4,5,3,7,1,5
9,1,2,1,1,51,2,3,1,188,111,111,181,181,181,1,1,1,14,14,14,21,0,0.0,1,4,1,2,1,1,2,1,2,4,2,2,1,4,3,2,140,5,3,170,Fried Koay Teow,1,4,5,7,1,1,2
9,1,1,1,1,49,2,3,2,188,101,101,181,181,115,1,1,2,14,14,2,17,4,0.19047619047619047,9,2,1,1,1,1,2,1,3,1,3,3,3,4,2,2,101,206,21,140,Nasi Lemak,1,2,5,3,4,1,2
9,1,2,1,1,28,2,2,2,188,111,111,181,181,181,2,1,1,14,14,14,15,4,0.21052631578947367,1,1,1,1,1,1,2,1,2,1,2,3,3,4,3,3,101,206,21,111,Laksa,1,4,3,6,8,1,2
13,1,2,1,1,45,2,2,2,188,111,111,188,188,115,3,1,1,1,13,2,14,1,0.06666666666666667,1,4,1,1,1,3,2,3,2,1,3,3,2,4,3,3,101,206,21,131,Chicken rice,1,2,8,1,7,1,2
13,1,2,2,2,33,1,2,2,188,111,111,115,115,115,3,1,1,1,3,3,18,2,0.1,1,1,2,2,2,1,1,1,2,4,2,4,1,4,1,2,105,20,12,121,Laksa,1,2,7,1,5,4,2
13,1,1,2,2,29,2,3,3,188,101,101,188,115,115,2,1,1,2,13,2,17,3,0.15,2,1,1,1,1,1,2,1,4,2,1,4,4,4,1,2,160,113,2,160,Bakso,4,1,1,7,5,1,3
14,1,1,3,3,21,2,2,2,188,111,111,181,181,181,3,1,1,14,14,14,19,2,0.09523809523809523,6,1,1,1,1,1,1,1,2,3,2,2,3,4,3,2,121,106,15,121,Vegetable,1,3,1,3,6,1,2
14,1,1,3,3,30,1,2,2,188,111,111,181,181,181,3,1,1,14,14,14,21,0,0.0,2,1,3,2,3,2,3,2,2,2,2,2,2,4,2,2,168,121,2,160,Nasi Lemak,1,3,6,5,7,4,3
14,1,2,3,3,27,1,2,2,188,111,111,181,181,181,3,1,1,14,14,14,12,2,0.14285714285714285,1,2,3,2,2,2,3,2,2,2,2,2,2,4,2,2,105,3,1,168,Nasi ayam,2,3,3,6,5,4,2
14,1,2,3,3,25,2,1,2,188,181,111,181,181,181,3,1,3,14,14,14,9,1,0.1,1,1,1,1,1,1,2,1,1,2,2,2,2,4,3,2,160,31,9,160,Chicken,2,1,5,6,1,1,1
14,1,2,3,3,35,1,2,1,188,111,111,181,181,181,1,1,1,14,14,14,21,0,0.0,1,2,2,3,2,3,2,3,2,1,2,1,2,4,2,3,188,206,21,168,Fried Rice,1,3,5,7,1,4,2
14,1,1,1,1,37,1,3,1,188,111,111,181,181,181,3,1,1,14,14,14,14,7,0.3333333333333333,9,2,2,3,2,2,3,2,2,2,2,2,2,4,2,2,168,121,2,160,Chicken Rice,1,4,4,1,6,4,2
14,1,1,3,3,45,4,1,2,188,111,181,181,181,181,2,1,14,14,14,14,9,0,0.0,1,1,2,3,2,2,3,2,4,1,2,2,2,4,2,3,160,18,9,160,Roti canai,2,3,3,8,4,3,3
14,1,1,3,3,25,1,3,2,188,111,111,181,181,181,3,1,3,14,14,14,19,2,0.09523809523809523,1,1,3,2,3,3,1,3,2,2,3,2,2,4,2,2,160,111,9,168,Curry chicken,2,1,5,8,6,4,2
1,1,1,2,2,31,2,2,2,188,111,111,188,151,151,3,13,13,13,14,14,0,21,1.0,6,2,1,1,1,1,2,1,3,3,3,4,4,2,3,3,188,116,17,131,Fried Koay Teow,1,2,4,5,3,1,5
2,1,1,2,2,28,2,3,1,188,111,111,188,151,151,3,3,9,13,13,13,4,18,0.8181818181818182,6,1,1,1,1,2,2,1,3,3,3,4,4,2,2,3,140,116,17,111,Kurma curry,1,2,3,4,5,1,2
6,1,2,1,1,50,2,3,2,188,111,101,181,181,135,9,9,1,6,6,3,19,2,0.09523809523809523,1,1,1,1,1,1,1,1,2,1,2,3,3,4,3,2,101,206,21,111,Cendol,1,2,2,7,4,1,1
7,1,2,2,3,47,2,2,2,188,111,181,181,181,151,2,4,14,14,14,4,8,6,0.42857142857142855,3,1,1,1,1,1,2,1,2,3,4,2,1,4,2,2,131,24,13,101,Chicken Rice,1,4,1,3,8,1,2
9,1,2,1,2,30,2,2,2,188,111,111,181,181,181,2,1,1,14,14,14,15,4,0.21052631578947367,1,1,1,1,1,1,2,1,2,1,2,3,2,4,3,3,140,206,21,131,Lada hitam,1,4,6,3,8,1,2
10,1,2,3,3,34,2,3,1,188,111,111,181,181,181,5,9,11,14,14,14,7,14,0.6666666666666666,1,1,1,1,1,3,2,1,4,3,2,2,2,4,1,2,101,206,21,105,Laksa,3,4,1,4,8,1,2
12,1,2,1,1,20,2,3,2,188,111,111,181,181,151,3,13,3,14,14,11,21,0,0.0,6,4,1,1,1,1,2,1,4,1,3,3,3,4,2,2,111,114,8,101,Ikan Asam Pedas,1,5,1,6,3,1,1
12,1,1,1,1,38,2,3,2,188,111,111,181,181,135,3,9,3,14,14,2,7,14,0.6666666666666666,2,4,1,1,1,1,2,1,4,2,1,3,3,4,3,3,105,205,20,105,Curry Chicken,1,6,1,6,3,1,1
13,1,2,1,1,27,2,2,2,188,101,101,188,121,115,2,1,1,1,2,3,14,1,0.06666666666666667,1,4,1,1,1,1,2,1,2,1,1,3,2,4,1,1,160,31,9,160,Curry,6,1,1,4,6,1,1
13,1,1,1,3,20,2,3,2,188,101,101,121,121,115,5,1,1,2,13,2,25,3,0.10714285714285714,9,1,1,1,1,1,2,1,4,4,2,2,2,4,2,2,105,20,12,111,Fried rice,1,2,1,8,5,1,2
13,1,1,1,2,27,2,3,4,188,101,111,151,121,131,13,1,1,13,13,2,17,3,0.15,2,2,1,1,1,1,2,1,1,4,1,3,3,4,2,2,105,184,4,105,Roti canai,1,4,5,8,1,1,2
13,1,2,1,2,49,2,2,2,188,111,111,188,188,115,3,1,1,1,13,2,14,1,0.06666666666666667,1,2,1,1,1,3,2,3,2,1,3,4,2,4,3,3,188,206,21,101,Chicken,1,2,1,8,7,1,2
13,1,2,1,2,31,2,2,2,188,101,101,188,121,115,2,1,1,1,2,3,14,1,0.06666666666666667,1,4,1,1,1,1,2,1,2,1,1,3,3,4,1,1,131,31,9,101,Laksa,1,6,1,6,4,1,1
14,1,2,3,1,24,1,3,1,188,111,111,181,181,181,3,2,2,14,14,14,8,3,0.2727272727272727,1,1,2,3,2,3,2,2,2,1,2,2,2,4,3,2,160,18,9,168,Daging kurma,2,1,3,6,5,4,2
14,1,2,1,1,40,2,4,2,188,111,111,115,181,181,2,2,2,1,14,14,27,1,0.03571428571428571,1,1,1,2,1,2,1,2,2,1,2,2,2,4,3,2,105,3,1,188,satay,3,2,3,8,7,1,2
14,1,1,1,1,21,2,3,1,188,111,111,181,181,181,5,1,1,14,14,14,16,5,0.23809523809523808,6,1,1,1,1,1,1,1,1,3,2,2,3,4,3,3,160,18,9,160,Nasi Lemak,2,4,3,4,6,1,1
1,1,1,2,2,29,2,3,1,188,111,111,121,151,151,9,9,3,13,13,13,2,19,0.9047619047619048,6,2,1,1,1,2,1,1,3,3,3,4,4,2,3,3,188,13,9,131,Nasi Kandar,1,2,3,5,4,1,2
1,1,1,2,3,31,2,3,1,188,111,111,141,151,151,3,4,1,1,1,1,2,13,0.8666666666666667,8,1,1,1,1,2,2,1,3,3,3,3,3,2,2,3,121,5,3,121,Satay,1,2,3,2,1,1,1
1,1,2,2,2,21,2,2,2,188,111,111,141,151,151,3,9,2,1,14,14,14,7,0.3333333333333333,6,2,1,1,1,2,2,1,4,3,3,3,2,3,3,2,140,100,7,131,Roti canai,1,2,1,5,2,1,1
1,1,2,2,2,50,2,2,2,188,111,111,141,151,151,3,1,3,4,4,1,12,2,0.14285714285714285,1,1,1,1,1,1,2,1,3,3,3,3,2,3,3,3,121,23,13,101,Asam spicy,2,1,1,3,2,1,1
2,1,1,2,2,29,2,2,1,188,111,111,188,151,151,3,3,3,4,13,13,10,12,0.5454545454545454,2,1,1,1,1,2,1,1,3,3,3,2,3,3,2,3,160,18,9,131,Chicken,1,2,1,3,2,1,1
2,1,1,3,3,34,2,3,1,188,111,111,141,151,151,3,4,1,1,1,1,2,13,0.8666666666666667,8,1,1,1,1,1,2,1,3,3,3,3,3,2,3,3,140,5,3,131,Roti canai,1,2,1,3,2,1,1
2,1,2,2,2,23,2,2,1,188,111,111,141,151,151,3,9,2,1,14,14,14,7,0.3333333333333333,6,1,1,1,1,2,2,1,4,3,3,3,3,3,3,2,188,100,7,168,Nasi dalca,1,2,2,1,5,1,1
2,1,2,2,2,53,2,2,1,188,111,111,141,151,151,3,1,3,4,4,1,12,2,0.14285714285714285,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,131,23,13,188,Roti canai,1,2,1,2,3,1,1
2,1,1,2,2,36,2,2,2,188,111,101,121,151,151,3,3,13,13,13,13,4,12,0.75,6,1,1,1,1,3,3,1,4,4,4,4,4,4,2,2,105,20,12,111,Asam pedas,4,1,5,6,7,1,1
3,1,2,2,2,21,2,2,1,188,181,111,181,181,181,2,14,2,14,14,14,6,14,0.7,8,1,1,1,1,2,2,1,2,3,3,3,3,3,2,3,140,5,3,131,Nasi briyani,1,2,2,1,5,1,1
3,1,2,1,1,35,2,2,1,188,111,111,141,151,151,3,3,2,3,14,14,8,13,0.6190476190476191,8,1,1,1,2,2,1,1,3,3,4,4,3,3,3,4,131,23,13,160,Laksa,1,2,2,3,4,1,1
3,1,2,2,2,20,2,3,1,188,181,111,181,181,181,2,14,2,14,14,14,6,14,0.7,8,4,1,1,1,1,1,1,2,3,3,3,3,3,3,3,160,5,3,160,Asam pedas,1,2,1,2,5,1,1
5,1,2,1,1,43,4,2,2,188,188,111,181,181,181,2,2,14,14,14,2,6,8,0.5714285714285714,1,3,2,2,2,2,3,2,2,1,3,2,2,3,1,1,105,184,4,121,Roti canai,6,1,1,4,3,3,2
6,1,2,1,1,18,4,3,2,188,188,111,181,115,181,1,1,1,2,1,2,0,30,1.0,8,2,3,3,3,2,2,3,3,3,3,3,2,2,2,3,101,206,21,111,Roti canai,1,6,7,3,6,7,4
6,1,2,1,3,64,2,3,2,188,111,111,121,115,115,3,1,2,9,4,3,21,0,0.0,1,4,1,1,1,1,2,1,1,1,1,1,1,4,3,3,168,121,2,168,Curry Chicken,1,6,1,4,7,1,2
6,1,2,1,3,19,4,3,2,188,111,188,181,181,181,1,1,1,14,14,14,0,21,1.0,6,2,1,2,2,1,2,2,4,4,2,2,2,1,1,1,168,29,2,111,Roasted pork rice,2,1,6,2,1,3,2
6,1,1,1,1,19,4,4,2,188,111,111,181,181,181,1,3,14,14,14,14,4,17,0.8095238095238095,6,2,3,3,3,2,3,3,2,3,3,3,2,2,2,2,140,5,3,170,Nasi Lemak,1,3,3,6,4,3,3
6,1,2,1,3,33,2,3,1,188,101,111,181,181,181,3,1,1,14,14,14,16,5,0.23809523809523808,1,1,1,1,1,1,1,1,3,3,2,3,2,4,2,2,188,4,2,188,Bah Kut Teh,1,4,5,7,1,1,5
6,1,2,1,1,42,2,3,2,188,111,101,181,181,135,2,9,1,6,6,3,19,2,0.09523809523809523,1,1,1,1,1,1,1,1,2,1,2,2,2,4,3,2,101,206,21,121,Chicken rice ball,1,3,7,3,4,1,1
6,1,1,1,1,48,2,3,2,188,111,101,181,181,181,2,9,1,6,13,3,14,7,0.3333333333333333,2,1,1,1,1,3,2,1,3,2,2,3,2,4,2,2,101,206,21,105,Roti canai,1,2,2,7,3,1,1
8,1,1,1,1,29,4,3,1,188,111,188,181,181,181,6,9,13,14,14,14,18,3,0.14285714285714285,6,4,2,2,3,1,3,1,3,3,2,2,2,4,1,2,101,206,21,140,Roti canai,1,2,3,6,5,3,2
9,1,2,1,3,32,2,3,1,188,111,111,181,181,181,5,11,1,14,14,14,21,0,0.0,1,2,1,1,1,1,2,1,2,1,2,2,2,4,3,2,105,184,4,101,Nasi lemak,1,2,1,5,6,1,2
9,1,1,1,1,48,2,3,2,188,111,111,181,181,115,3,1,3,14,14,1,15,6,0.2857142857142857,2,2,1,1,1,1,2,1,3,1,3,2,3,4,2,2,101,206,21,140,Laksa,1,2,6,3,4,1,2
9,1,2,1,1,28,2,3,2,188,111,111,181,181,115,3,1,3,14,14,2,21,0,0.0,1,2,1,1,1,1,2,1,2,1,3,2,2,4,2,3,101,206,21,111,Rojak,1,2,5,4,7,1,2
9,1,1,1,3,43,3,2,2,188,111,111,181,188,181,2,1,1,14,1,14,14,14,0.5,2,2,2,2,1,2,2,1,4,2,3,2,4,4,2,2,111,120,8,111,Chicken rice,4,2,4,1,3,2,2
10,1,2,3,3,18,2,3,2,188,111,111,181,181,115,5,9,3,14,14,3,14,7,0.3333333333333333,6,1,1,1,1,3,2,1,4,1,2,2,2,4,1,1,105,205,20,101,burger,2,5,1,3,5,1,1
10,1,1,1,3,47,2,3,2,188,111,111,181,181,151,2,1,3,14,14,4,14,7,0.3333333333333333,2,1,1,1,1,2,2,1,3,3,2,3,4,4,3,3,188,105,10,121,Roti canai,5,1,5,2,9,1,2
10,1,2,3,3,49,2,3,1,188,111,111,181,181,181,5,1,3,14,14,14,14,7,0.3333333333333333,1,1,1,1,1,3,3,1,4,4,1,3,2,4,3,3,105,20,12,101,Satay,1,6,8,4,1,1,2
11,1,1,1,1,24,2,3,2,188,111,111,181,181,131,4,1,3,14,14,3,14,7,0.3333333333333333,2,1,1,1,1,1,2,1,2,1,1,2,2,4,4,4,140,116,17,101,Fried rice,1,4,5,1,4,1,1
12,1,2,1,1,52,2,3,2,188,111,111,181,181,151,2,1,1,14,14,2,14,7,0.3333333333333333,1,1,1,1,1,3,3,1,2,4,1,1,1,4,4,4,101,206,21,111,Laksa,1,4,1,4,8,1,1
12,1,1,1,1,33,2,3,2,188,111,111,181,181,135,5,11,3,14,14,3,14,7,0.3333333333333333,2,1,1,1,3,3,3,2,2,4,4,3,2,4,3,3,188,121,2,111,Fried mee,1,6,8,4,2,1,1
12,1,2,1,1,18,2,3,1,188,111,111,181,181,181,5,9,6,14,14,14,14,7,0.3333333333333333,6,1,1,1,1,2,2,1,2,1,1,1,1,4,4,4,101,206,21,111,Sambal belacan,1,4,7,1,3,1,1
12,1,1,1,1,48,2,3,2,188,111,111,181,181,135,3,11,2,14,14,4,14,0,0.0,1,4,1,1,1,1,2,1,3,1,2,2,2,4,3,3,101,206,21,105,Nasi lemak,1,2,1,6,3,1,1
12,1,2,1,1,16,2,3,1,188,111,111,181,181,181,5,3,1,14,14,14,21,0,0.0,6,4,1,1,1,1,2,1,4,1,3,3,3,4,3,3,105,202,20,101,Satay,1,6,1,6,2,1,1
12,1,1,1,1,18,2,3,2,188,111,111,181,181,151,3,3,6,14,14,9,21,0,0.0,6,4,1,1,1,1,2,1,4,1,3,3,3,4,3,3,105,202,20,105,Roti canai,1,6,1,7,4,1,1
12,1,2,3,3,23,2,3,2,188,111,188,181,181,135,3,11,3,14,14,3,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,4,4,1,3,1,4,3,3,105,184,4,105,Rendang ayam,1,4,4,2,8,1,3
13,1,1,1,1,24,2,3,3,188,111,111,121,188,115,3,1,1,9,13,2,21,0,0.0,6,4,1,1,1,2,2,1,4,4,3,3,3,4,3,3,168,121,2,140,Soup,1,2,1,7,5,1,2
13,1,1,1,3,24,1,3,2,188,111,111,121,115,131,2,1,1,3,3,2,21,5,0.19230769230769232,1,1,1,1,1,1,2,1,3,3,2,2,2,4,1,1,111,114,8,101,Curry,1,4,8,1,2,1,2
13,1,2,1,3,46,2,3,1,188,111,101,115,188,115,9,3,1,1,3,3,21,2,0.08695652173913043,1,4,1,1,1,1,2,1,2,3,2,2,2,4,1,2,121,106,15,101,Roti canai,1,2,1,3,2,1,1
13,1,2,3,3,48,1,3,2,188,101,111,188,115,115,1,1,1,1,6,6,18,3,0.14285714285714285,1,1,2,2,2,3,1,1,4,1,2,2,1,4,2,2,101,206,21,111,Nasi lemak,1,3,1,8,2,4,3
13,1,2,2,2,23,4,4,3,188,111,188,188,115,131,4,3,1,13,9,4,7,14,0.6666666666666666,6,2,2,2,1,3,1,1,3,2,3,3,2,3,2,3,121,106,15,140,Nasi Lemak,4,1,9,8,2,3,3
13,1,1,2,3,28,2,3,2,188,111,111,121,115,131,2,1,1,3,3,2,21,5,0.19230769230769232,1,2,1,1,1,1,2,1,3,3,2,2,2,4,1,1,111,114,8,105,Satay,1,4,2,8,1,1,2
14,1,2,3,3,15,1,3,1,188,111,111,181,181,181,2,3,3,14,14,14,20,1,0.04761904761904762,6,1,2,3,2,2,3,3,2,2,2,2,2,4,2,2,105,184,4,101,Mee Goreng,1,3,3,5,7,4,2
14,1,1,3,3,30,1,3,1,188,111,111,181,181,181,2,1,1,14,14,14,11,3,0.21428571428571427,2,2,2,3,2,1,3,3,2,2,2,2,2,4,3,2,160,18,9,160,Nasi Lemak,1,3,3,5,7,4,2
14,1,1,3,1,22,2,2,2,188,111,111,181,181,181,2,1,1,14,14,14,12,2,0.14285714285714285,6,2,1,1,1,1,1,1,2,2,2,2,2,4,2,2,160,18,9,168,Vegetable,3,1,2,5,3,1,2
14,1,1,1,3,34,1,4,1,188,111,111,181,181,115,1,1,1,1,14,14,21,21,0.5,2,1,2,2,2,2,3,2,4,3,3,3,4,2,2,2,168,4,2,160,satay,1,2,5,3,7,7,2
14,1,2,1,1,33,1,3,1,188,111,111,181,181,181,3,1,2,14,14,14,21,0,0.0,1,2,2,1,2,2,1,2,2,2,2,2,2,4,2,2,105,3,1,188,Fish,1,2,3,5,7,4,5
14,1,1,1,2,29,1,2,1,188,111,111,181,181,181,2,1,1,14,14,14,12,2,0.14285714285714285,2,1,2,1,2,2,3,3,2,3,2,2,2,4,3,3,168,121,2,160,Chicken,1,4,3,5,2,4,2
14,1,1,1,3,60,1,3,2,188,111,111,181,181,181,2,2,2,13,14,14,21,0,0.0,1,1,3,2,2,3,2,2,2,3,2,2,2,4,2,2,160,31,9,168,Satay,1,3,3,1,5,4,2
14,1,2,1,1,22,2,3,1,188,111,181,181,181,181,1,1,1,14,14,14,14,0,0.0,1,1,1,1,1,1,1,1,2,1,1,2,2,4,2,3,160,18,9,160,Laksa,3,4,6,4,7,1,2
4,1,1,1,1,48,2,3,2,181,101,111,181,181,131,14,2,1,14,14,4,14,7,0.3333333333333333,6,1,1,1,1,3,1,1,3,3,2,3,3,3,2,2,101,206,21,131,Ginger,1,4,8,5,1,1,2
5,1,2,1,1,16,2,2,1,181,111,101,181,181,181,1,1,1,1,1,1,13,1,0.07142857142857142,6,1,1,1,3,3,3,3,1,2,1,2,2,4,1,1,101,206,21,105,Laksa Penang,4,5,3,2,6,1,1
5,1,2,1,1,53,2,2,1,181,101,101,181,181,181,1,1,1,14,14,14,14,4,0.2222222222222222,1,1,1,1,1,2,2,1,4,1,1,2,2,4,2,2,140,116,17,121,fried rice,1,2,1,2,9,1,1
6,1,2,1,1,26,2,2,2,181,101,101,181,181,181,3,13,6,1,14,14,14,14,0.5,1,1,1,1,1,1,2,1,3,1,4,4,3,4,2,4,105,20,12,121,Roti canai,1,4,5,6,8,1,1
6,1,1,1,2,51,4,2,2,181,101,111,181,181,181,14,9,1,14,14,14,7,7,0.5,1,1,2,3,2,3,1,2,4,2,2,2,2,3,1,1,188,105,10,168,Roti canai,6,2,1,7,5,7,5
7,1,2,2,1,33,2,1,1,181,111,181,181,181,181,14,1,14,14,14,14,7,0,0.0,1,4,1,1,1,1,2,1,3,2,2,2,1,4,3,3,101,206,21,121,Nasi,1,6,7,4,6,1,1
8,1,1,1,2,38,4,2,2,181,111,111,181,121,181,14,3,1,14,13,14,7,7,0.5,2,1,2,2,3,2,2,3,3,2,2,4,2,3,2,2,101,206,21,140,Vegetable,1,4,7,8,4,3,2
8,1,1,1,1,20,4,2,1,181,111,111,181,181,181,13,13,13,14,14,14,0,14,1.0,8,2,2,2,3,2,3,2,2,2,3,4,4,2,2,2,101,206,21,121,Nasi lemak,4,1,1,8,7,3,3
9,1,2,3,2,22,2,2,2,181,111,111,181,115,181,1,1,11,14,14,14,7,7,0.5,9,3,1,2,1,2,2,2,2,2,2,2,2,4,2,2,188,30,9,105,Konlo mee,2,4,5,8,9,1,2
14,1,2,1,1,37,2,2,2,181,111,111,181,181,181,2,1,1,14,14,14,14,0,0.0,1,1,1,1,1,1,2,1,2,2,2,2,2,4,3,2,160,18,9,160,Mee Kolo,2,1,1,6,5,1,2
14,1,2,3,3,26,2,2,1,181,111,111,181,181,181,5,2,1,14,14,14,0,14,1.0,8,1,1,1,2,1,1,1,2,2,4,3,4,2,2,2,168,121,2,160,Roti Prata,2,4,2,5,7,1,3
14,1,1,1,1,16,2,2,2,181,111,111,181,181,181,2,2,2,14,14,6,14,6,0.3,6,1,1,1,1,1,1,1,1,3,2,2,2,4,3,2,101,206,21,121,Bah Kut Teh,1,3,3,5,8,1,2
14,1,1,1,1,56,2,2,2,181,111,111,181,181,181,3,3,1,14,14,14,14,6,0.3,2,1,1,1,1,1,2,1,1,2,2,2,2,4,3,2,160,31,9,168,Roti canai,1,3,1,8,5,1,2
14,1,1,1,1,48,2,1,2,181,111,188,181,181,181,3,3,1,14,14,14,3,7,0.7,8,2,1,1,1,2,2,1,1,3,2,2,3,4,3,3,160,18,9,168,Vegetable,3,2,4,3,6,1,2
14,1,1,1,3,15,4,2,1,181,101,111,181,181,181,5,3,1,14,14,14,13,1,0.07142857142857142,6,1,1,2,1,2,2,2,2,3,3,4,3,4,2,2,121,8,6,101,Fish,1,4,1,6,4,4,3
14,1,1,1,1,17,4,2,1,181,111,111,181,181,181,14,1,1,14,14,14,14,0,0.0,6,1,2,2,3,3,1,3,3,2,2,2,2,4,2,2,101,206,21,121,ABC,6,1,2,1,5,3,3
14,1,1,3,2,30,4,2,1,181,111,111,181,181,181,2,1,1,14,14,14,14,0,0.0,2,1,3,3,2,3,1,3,2,1,2,2,2,4,2,2,160,18,9,160,Fried Koay Teow,2,4,4,5,8,3,2
14,1,2,3,3,43,4,2,1,181,111,101,181,181,181,14,1,1,14,14,14,14,0,0.0,1,2,3,2,3,3,2,2,2,1,2,2,1,4,2,3,160,18,9,160,Chicken Rice,2,4,3,8,6,3,2
3,1,2,1,1,49,2,2,1,181,111,111,181,181,181,14,2,3,14,14,14,0,14,1.0,8,1,1,1,1,2,2,1,3,3,4,3,2,3,3,2,188,23,13,131,Glutinous rice,1,2,2,1,3,1,1
8,1,1,1,2,44,2,2,2,181,101,111,181,115,181,2,1,13,1,1,1,6,15,0.7142857142857143,2,4,1,1,1,1,2,1,3,3,2,1,1,4,2,2,105,107,5,140,Nasi lemak,1,6,6,3,5,1,1
14,1,2,3,3,20,1,2,2,181,111,111,181,181,181,2,1,3,14,14,2,14,6,0.3,1,1,2,1,2,2,3,3,3,1,1,2,2,4,3,3,160,186,11,105,Chapati,2,3,3,8,5,4,2
14,1,2,1,1,26,1,2,2,181,188,111,181,181,181,13,1,1,14,14,14,2,12,0.8571428571428571,1,1,2,2,3,3,1,1,4,4,3,3,3,4,2,2,170,7,5,121,Ikan bakar,1,4,1,3,5,4,2
